"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"3541","광주광역시 북구 양산동","288-15","0288","0015","호반","59.9500","202605","13","15,500","-","15","개인","개인","1997","양산제로137번길 7","-","중개거래","광주 북구","-"
"3542","부산광역시 부산진구 개금동","618-2","0618","0002","개금아이파크","74.5900","202605","13","23,950","-","4","개인","개인","2002","복지로 70","-","중개거래","부산 부산진구","-"
"3543","세종특별자치시  다정동","920","0920","0000","가온마을9단지","74.9200","202605","13","50,000","-","28","개인","개인","2019","다정북로 183","-","중개거래","세종","-"
"3544","강원특별자치도 원주시 지정면 가곡리","1537","1537","0000","원주롯데캐슬더퍼스트1차","59.9996","202605","13","20,500","-","4","개인","개인","2018","가곡로 50","-","중개거래","강원 원주시","-"
"3545","경기도 용인시 기흥구 마북동","143","0143","0000","교동마을신창무궁화타운","59.8500","202605","13","34,300","-","2","개인","개인","1996","마북로 186","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","-"
"3546","충청북도 청주시 서원구 개신동","613","0613","0000","휴먼시아","59.9000","202605","13","16,900","-","2","개인","개인","2001","경신로 67","-","중개거래","충북 청주시 서원구","-"
"3547","부산광역시 영도구 동삼동","1203","1203","0000","오션라이프에일린의뜰2단지","59.7654","202605","13","35,700","-","11","개인","개인","2024","태종로 675","-","중개거래","부산 영도구","-"
"3548","전북특별자치도 전주시 완산구 평화동2가","259-5","0259","0005","삼성강남맨션","59.9800","202605","13","8,500","-","6","개인","개인","1993","모악로 4705","-","중개거래","전북 전주시 덕진구","-"
"3549","전북특별자치도 전주시 완산구 삼천동1가","287-4","0287","0004","우성삼천2차","58.4000","202605","13","15,000","-","8","개인","개인","1998","삼천천변2길 51","-","중개거래","전북 전주시 덕진구","-"
"3550","충청남도 천안시 서북구 쌍용동","565","0565","0000","한라동백","59.7600","202605","13","13,050","-","13","개인","개인","1995","쌍용17길 13","-","중개거래","충남 천안시 서북구","-"
"3551","경상남도 김해시 삼계동","1439-6","1439","0006","화정마을부영3차","84.9814","202605","13","16,000","-","2","개인","개인","2002","삼계로 223","-","중개거래","부산 강서구","-"
"3552","전라남도 보성군 보성읍 원봉리","5-20","0005","0020","성암해그린","84.0528","202605","13","22,500","-","8","개인","개인","2013","현충로 12","-","직거래","-","-"
"3553","울산광역시 남구 신정동","726-3","0726","0003","공업탑하트랜드","31.4800","202605","13","9,450","-","18","개인","개인","2014","삼산로 26","-","중개거래","울산 남구","-"
"3554","부산광역시 영도구 청학동","536","0536","0000","영도신도브래뉴","118.7116","202605","13","40,000","-","14","개인","개인","2009","태종로 260","-","중개거래","부산 영도구","-"
"3555","경상남도 김해시 삼계동","1155-9","1155","0009","동신","41.2300","202605","13","6,000","-","1","개인","개인","1994","김해대로 1784-14","-","중개거래","경남 김해시","-"
"3556","경상남도 김해시 삼계동","1549","1549","0000","삼계한라비발디센텀시티","84.9743","202605","13","38,000","-","7","개인","개인","2021","두곡로 15","-","중개거래","경남 김해시","-"
"3557","대전광역시 대덕구 오정동","587-1","0587","0001","평화로운","59.8851","202605","13","20,000","-","6","개인","개인","2007","한밭대로1003번길 25","-","중개거래","대전 대덕구, 세종","-"
"3558","강원특별자치도 속초시 조양동","1501","1501","0000","부영5","50.0000","202605","13","13,000","-","15","개인","개인","1995","청대로204번길 40","-","중개거래","강원 속초시","-"
"3559","경기도 파주시 와동동","1404","1404","0000","해솔마을7단지롯데캐슬","113.7275","202605","13","56,000","-","28","개인","개인","2014","가온로 205","-","중개거래","경기 파주시","-"
"3560","경기도 부천시 소사구 범박동","152-2","0152","0002","부천범박힐스테이트4단지","99.6100","202605","13","60,800","-","21","개인","개인","2003","범안로96번길 23","-","중개거래","경기 부천시 소사구","-"
"3561","경상남도 창원시 마산합포구 오동동","322","0322","0000","중앙마린파이브아파트","84.9754","202605","13","32,700","-","23","개인","개인","2014","오동동14길 67","-","중개거래","경남 창원시 마산합포구, 경남 창원시 마산회원구","-"
"3562","경기도 성남시 분당구 삼평동","738","0738","0000","봇들마을7단지","108.4400","202605","13","287,500","-","13","개인","개인","2009","동판교로 155","-","중개거래","경기 성남시 분당구","-"
"3563","광주광역시 서구 쌍촌동","1337","1337","0000","우미아트빌2","84.5636","202605","13","31,500","-","14","개인","개인","2002","상무민주로 120","-","중개거래","광주 서구","-"
"3564","전라남도 순천시 조례동","560","0560","0000","금호","59.8500","202605","12","12,000","-","7","개인","개인","1997","조례1길 9","-","중개거래","전남 순천시","-"
"3565","경상남도 양산시 평산동","1108-13","1108","0013","선우5","69.8900","202605","12","8,500","-","5","개인","개인","1992","평산회야로 135","-","중개거래","경남 양산시","-"
"3566","경기도 남양주시 다산동","3717","3717","0000","부영사랑으로","84.9496","202605","12","54,500","-","10","개인","개인","2007","미금로189번길 7","-","직거래","-","-"
"3567","전북특별자치도 전주시 덕진구 반월동","374-4","0374","0004","삼오","84.5400","202605","12","16,200","-","11","개인","개인","1996","반월5길 8","-","중개거래","전북 전주시 덕진구","-"
"3568","대구광역시 달성군 구지면 응암리","1251","1251","0000","대구국가산단반도유보라아이비파크2","74.9638","202605","12","18,000","-","11","개인","개인","2020","국가산단북로60길 59","-","중개거래","대구 달성군","-"
"3569","전라남도 광양시 중동","1416","1416","0000","남양파크","59.8500","202605","12","7,500","-","11","개인","개인","1994","중마로 210","-","직거래","-","-"
"3570","경기도 남양주시 오남읍 오남리","721","0721","0000","롯데","59.8600","202605","12","23,000","-","15","개인","개인","2002","진건오남로 735-17","-","중개거래","경기 남양주시","-"
"3571","경기도 고양시 일산서구 일산동","1058","1058","0000","후곡마을(럭키)","49.5000","202605","12","30,500","-","6","개인","개인","1994","후곡로 10","20260518","중개거래","경기 고양시 일산서구","-"
"3572","경기도 수원시 팔달구 인계동","1173","1173","0000","수원센트럴아이파크자이","59.9900","202605","12","70,000","-","13","개인","개인","2024","인계로 21","-","중개거래","경기 수원시 팔달구","-"
"3573","경상북도 포항시 북구 장성동","1612","1612","0000","두산위브더제니스","123.4000","202605","12","40,800","-","28","개인","개인","2010","새천년대로 1235","-","중개거래","경북 포항시 북구","-"
"3574","충청남도 천안시 동남구 안서동","181","0181","0000","대림1차이편한세상","101.5920","202605","12","20,000","-","8","개인","개인","2005","성불사길 41","-","직거래","-","-"
"3575","울산광역시 울주군 상북면 천전리","532-19","0532","0019","경동청구타운","61.9350","202605","12","7,000","-","13","개인","개인","1991","남천로 247","-","직거래","-","-"
"3576","경기도 이천시 백사면 조읍리","627","0627","0000","한솔","59.3250","202605","12","10,470","-","12","개인","개인","2001","이여로 260-8","-","중개거래","경기 이천시","-"
"3577","울산광역시 북구 매곡동","532","0532","0000","매곡현대아파트(101~106동)","49.8050","202605","12","10,000","-","10","개인","개인","1994","매곡1로 13","-","중개거래","울산 북구","-"
"3578","경기도 김포시 구래동","6886-4","6886","0004","메트로타워예미지","78.9118","202605","12","49,800","-","7","개인","개인","2021","솔터로 22","-","중개거래","경기 김포시","-"
"3579","경기도 평택시 이충동","593","0593","0000","이충동부영2단지","59.9400","202605","12","14,000","-","3","개인","개인","1996","이충로 93-15","-","중개거래","경기 평택시","-"
"3580","경기도 오산시 수청동","514","0514","0000","대우","84.9480","202605","12","31,900","-","2","개인","개인","1993","청학로173번길 21","-","중개거래","경기 오산시","-"
"3581","전북특별자치도 전주시 덕진구 진북동","1034-1","1034","0001","동국해성","64.3300","202605","12","13,600","-","10","개인","개인","1995","진북로 15","-","중개거래","전북 전주시 덕진구","-"
"3582","경기도 오산시 원동","901","0901","0000","오산원동힐스테이트","84.9720","202605","12","35,500","-","16","개인","개인","2009","경기대로 78-7","-","중개거래","경기 오산시","-"
"3583","경기도 오산시 내삼미동","895","0895","0000","오산대역세교자이","83.2216","202605","12","52,600","-","6","개인","개인","2018","삼미로 34","-","중개거래","경기 오산시","-"
"3584","제주특별자치도 제주시 조천읍 함덕리","4178","4178","0000","천마에버하임오션","50.4283","202605","12","26,000","-","4","개인","개인","2021","함덕5길 14","-","중개거래","제주 제주시","-"
"3585","인천광역시 연수구 송도동","4-1","0004","0001","더샵퍼스트월드","147.3580","202605","12","119,000","-","39","법인","개인","2009","해돋이로 107","-","직거래","-","-"
"3586","광주광역시 광산구 우산동","1625","1625","0000","쌍용더플래티넘광산","84.9784","202605","12","37,000","-","4","개인","개인","2021","우산로107번길 67","-","직거래","-","-"
"3587","경기도 남양주시 다산동","3720","3720","0000","힐스테이트 황금산","59.9900","202605","12","76,000","-","10","개인","개인","2017","경춘로 468-40","-","중개거래","경기 구리시, 경기 남양주시","-"
"3588","부산광역시 수영구 광안동","519-8","0519","0008","광안메르빌","84.8828","202605","12","33,400","-","12","개인","개인","2003","광일로 70","-","중개거래","부산 수영구","-"
"3589","경기도 이천시 증포동","94-3","0094","0003","신한","84.9700","202605","12","25,000","-","18","개인","개인","1997","갈산로 42","-","중개거래","경기 이천시","-"
"3590","인천광역시 남동구 간석동","938-1","0938","0001","어울림마을","84.9600","202605","12","46,000","-","6","개인","개인","2005","석산로 138","-","중개거래","인천 남동구","-"
"3591","서울특별시 양천구 신월동","452-2","0452","0002","예담파크뷰","78.5000","202605","12","74,000","-","4","개인","개인","2026","국회대로 78","-","직거래","-","-"
"3592","전북특별자치도 전주시 완산구 평화동2가","896-1","0896","0001","그린타운(2)","84.5100","202605","12","26,700","-","7","개인","개인","2002","평화로 100","-","중개거래","전북 전주시 완산구","-"
"3593","경기도 평택시 안중읍 현화리","826-2","0826","0002","동신행복마을","84.9630","202605","12","15,000","-","2","개인","개인","2003","안현로서7길 88","-","중개거래","경기 평택시","-"
"3594","인천광역시 서구 가정동","597-2","0597","0002","엘에이치웨스턴블루힐","74.9900","202605","12","48,000","-","7","개인","개인","2015","봉오재2로 37","-","중개거래","인천 서구","-"
"3595","충청북도 옥천군 옥천읍 금구리","302","0302","0000","옥천계룡리슈빌","59.9643","202605","12","21,000","-","2","개인","개인","2021","가화4길 65","-","중개거래","충북 옥천군","-"
"3596","강원특별자치도 춘천시 퇴계동","917","0917","0000","한진,한성","84.8600","202605","12","17,500","-","14","개인","개인","1995","행촌로 11","-","중개거래","강원 춘천시","-"
"3597","경기도 용인시 기흥구 신갈동","151-1","0151","0001","신갈현대아파트","84.8200","202605","12","61,000","-","7","개인","개인","1997","용구대로 2242","-","중개거래","경기 용인시 기흥구","-"
"3598","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202605","12","70,000","-","9","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","-"
"3599","경기도 광명시 광명동","739-8","0739","0008","유자인","73.7800","202605","12","45,800","-","10","개인","개인","2010","도덕로 33","-","중개거래","경기 광명시","-"
"3600","전북특별자치도 전주시 덕진구 인후동1가","951-3","0951","0003","아중마을부영(3차)","59.4720","202605","12","13,300","-","14","개인","개인","1999","아중로 180","-","중개거래","전북 전주시 덕진구, 전북 전주시 완산구","-"
"3601","인천광역시 계양구 작전동","99-5","0099","0005","중앙하이츠","59.5800","202605","12","20,500","-","5","개인","개인","1990","효서로303번길 20","-","중개거래","인천 계양구","-"
"3602","광주광역시 광산구 월계동","756-3","0756","0003","첨단선경","92.7800","202605","12","26,400","-","11","개인","개인","1997","첨단중앙로181번길 42-25","-","중개거래","광주 광산구","-"
"3603","전라남도 목포시 옥암동","1149","1149","0000","코아루","84.8886","202605","12","18,500","-","10","개인","개인","2007","당가두로13번길 12","-","중개거래","전남 목포시, 전남 무안군","-"
"3604","대구광역시 동구 신암동","1852","1852","0000","동대구해모로스퀘어웨스트","59.8510","202605","12","41,000","-","13","개인","개인","2023","동북로 340","-","중개거래","경북 구미시, 대구 동구","-"
"3605","충청북도 청주시 서원구 사직동","937","0937","0000","푸르지오캐슬(401~413)","84.4000","202605","12","26,900","-","4","개인","개인","2010","창직로 50","-","중개거래","충북 청주시 서원구","-"
"3606","대구광역시 달서구 감삼동","707","0707","0000","빌리브스카이주상복합","84.8866","202605","12","79,000","-","38","개인","개인","2022","와룡로 186","-","중개거래","대구 달서구","-"
"3607","서울특별시 은평구 구산동","382","0382","0000","갈현현대","59.9400","202605","12","48,500","-","7","개인","개인","1998","서오릉로21길 36","-","중개거래","서울 은평구","-"
"3608","대구광역시 달서구 장기동","845","0845","0000","코오롱하늘채","59.9156","202605","12","34,800","-","8","개인","개인","2019","용산로12길 77","-","중개거래","대구 달서구","-"
"3609","대구광역시 수성구 지산동","1273","1273","0000","협화맨션","84.7600","202605","12","20,500","-","1","개인","개인","1991","지범로22길 23","-","중개거래","대구 수성구","-"
"3610","전북특별자치도 전주시 완산구 서신동","246","0246","0000","선변서신고을","35.0664","202605","12","6,900","-","4","개인","개인","2002","안터3길 21","-","중개거래","전북 전주시 덕진구","-"
"3611","인천광역시 연수구 송도동","155","0155","0000","송도아메리칸타운아이파크","72.5170","202605","12","72,000","-","23","개인","개인","2018","송도과학로27번길 15","-","중개거래","인천 연수구","-"
"3612","경상북도 경산시 압량읍 신대리","703","0703","0000","경산푸르지오","62.9920","202605","12","22,300","-","18","개인","개인","2015","압독4로 12","-","중개거래","경북 경산시","-"
"3613","대전광역시 서구 관저동","999","0999","0000","원앙마을4","59.4700","202605","12","20,000","-","11","개인","개인","1997","관저북로 14","-","중개거래","대전 서구","-"
"3614","충청북도 청주시 흥덕구 복대동","2461","2461","0000","세원느티마을","59.9800","202605","12","18,300","-","14","개인","개인","1999","진재로 67","-","중개거래","충북 청주시 흥덕구","-"
"3615","세종특별자치시  보람동","774","0774","0000","호려울마을9단지(한양수자인와이즈시티)","59.9734","202605","12","44,000","-","19","개인","개인","2016","남세종로 384","-","중개거래","세종","-"
"3616","인천광역시 중구 중산동","1872-1","1872","0001","영종신명스카이뷰주얼리","57.0160","202605","12","27,000","-","33","개인","개인","2013","하늘달빛로 95","-","중개거래","인천 중구","-"
"3617","충청북도 진천군 광혜원면 광혜원리","1078","1078","0000","진천광혜원주공","51.7400","202605","12","11,000","-","7","개인","개인","2003","화랑길 50-5","-","중개거래","충북 진천군","-"
"3618","강원특별자치도 양구군 양구읍 정림리","436","0436","0000","양구석미모닝파크","77.1200","202605","12","17,750","-","2","개인","개인","2010","박수근로313번길 17","-","중개거래","강원 양구군","-"
"3619","경기도 남양주시 진접읍 금곡리","1107","1107","0000","부영사랑으로","84.9908","202605","12","39,000","-","8","개인","개인","2009","해밀예당3로 38","-","중개거래","경기 남양주시","-"
"3620","충청북도 진천군 광혜원면 실원리","650","0650","0000","포레가","59.9925","202605","12","18,000","-","14","개인","개인","2022","화랑길 64-14","-","중개거래","충북 진천군","-"
"3621","경기도 양주시 옥정동","1046","1046","0000","율정마을13단지","74.9800","202605","12","30,000","-","5","개인","개인","2014","옥정동로 162","-","중개거래","경기 양주시","-"
"3622","충청남도 계룡시 두마면 농소리","970","0970","0000","계룡자이","84.9685","202605","12","45,000","-","21","개인","개인","2023","대실남북로 81","-","중개거래","충남 계룡시","-"
"3623","경상북도 경산시 중산동","663","0663","0000","펜타힐즈푸르지오","106.3379","202605","12","57,000","-","17","개인","개인","2019","펜타힐즈2로 20","-","중개거래","경북 경산시","-"
"3624","경기도 의정부시 의정부동","724","0724","0000","의정부역센트럴자이앤위브캐슬","59.9480","202605","12","57,000","-","3","개인","개인","2022","경의로 130","-","중개거래","경기 의정부시","-"
"3625","대전광역시 유성구 반석동","613","0613","0000","반석마을6단지(삼부르네상스2단지)","84.7640","202605","12","46,000","-","19","개인","개인","2005","반석서로 98","-","중개거래","대전 유성구","-"
"3626","경기도 안양시 만안구 안양동","433","0433","0000","안양센트럴헤센2차","66.5454","202605","12","54,800","-","7","개인","개인","2021","안양로 186","-","중개거래","경기 안양시 만안구","-"
"3627","충청북도 제천시 하소동","353","0353","0000","주공2","58.7400","202605","12","9,400","-","7","개인","개인","1995","하소로 88","-","중개거래","충북 제천시","-"
"3628","충청북도 청주시 상당구 금천동","477","0477","0000","금천센트럴파크스타힐스","84.6785","202605","12","33,475","-","12","개인","개인","2020","쇠내로 48","-","중개거래","충북 청주시 상당구","-"
"3629","경기도 시흥시 장현동","543-4","0543","0004","J-PARK","66.1950","202605","12","29,500","-","5","개인","개인","2004","새재로 11","-","중개거래","경기 시흥시","-"
"3630","경기도 고양시 일산서구 대화동","1580","1580","0000","대화마을한라(2단지)","84.9320","202605","12","37,000","-","5","개인","개인","2002","대화2로 68","-","중개거래","경기 고양시 일산서구","-"
"3631","경상북도 구미시 산동읍 신당리","1383","1383","0000","우미린센트럴파크","84.9495","202605","12","35,200","-","2","개인","개인","2017","신당3로 16","-","중개거래","경북 구미시","-"
"3632","경상북도 경산시 하양읍 서사리","349","0349","0000","경산하양호반써밋더퍼스트","84.8778","202605","12","35,800","-","16","개인","개인","2021","서사도리로 80","-","중개거래","경북 경산시","-"
"3633","강원특별자치도 원주시 명륜동","765","0765","0000","한솔솔파크","84.4870","202605","12","25,400","-","3","개인","개인","2006","한지공원길 102","-","중개거래","강원 원주시","-"
"3634","충청남도 당진시 채운동","1117","1117","0000","쉐르빌","98.5400","202605","12","17,500","-","1","개인","개인","2007","대호만로 23-13","-","중개거래","충남 당진시","-"
"3635","대구광역시 남구 대명동","3072","3072","0000","대명역센트럴엘리프","59.9788","202605","12","41,300","-","28","개인","개인","2022","대명로14길 60","-","중개거래","대구 남구, 대구 수성구","-"
"3636","경기도 광주시 태전동","700","0700","0000","힐스테이트태전(C6,1515~1520동)","72.8889","202605","12","55,500","-","13","개인","개인","2017","태전동로 54","-","중개거래","경기 광주시","-"
"3637","충청북도 청주시 청원구 오창읍 양청리","810-2","0810","0002","오창롯데캐슬더하이스트","84.9604","202605","12","38,500","-","3","개인","개인","2018","중부로 760","-","중개거래","충북 청주시 청원구","-"
"3638","경상남도 창원시 성산구 상남동","45-1","0045","0001","성원","59.9700","202605","12","24,300","-","25","개인","법인","1994","원이대로 774","-","중개거래","경남 창원시 성산구","-"
"3639","경기도 고양시 덕양구 도내동","1103","1103","0000","도래울파크뷰","84.3800","202605","12","78,500","-","18","개인","개인","2013","도래울로 16","-","중개거래","경기 고양시 덕양구","-"
"3640","경기도 화성시 병점구 병점동","819","0819","0000","안화동마을주공9단지","84.8800","202605","12","39,500","-","4","개인","개인","2005","병점3로 117","-","중개거래","경기 화성시 병점구","-"
"3641","경기도 화성시 만세구 새솔동","27","0027","0000","모아미래도에듀포레","84.9974","202605","12","48,800","-","4","개인","개인","2020","수노을중앙로 293","-","중개거래","경기 화성시 만세구","-"
"3642","경상남도 진주시 내동면 독산리","1104","1104","0000","남강휴먼빌","84.9679","202605","12","36,000","-","6","개인","개인","2010","순환로 425-61","-","중개거래","경남 진주시","-"
"3643","경상남도 거제시 상동동","118-2","0118","0002","신우스위트빌","59.8850","202605","12","5,500","-","5","개인","개인","2001","상동1길 31","-","중개거래","경남 거제시","-"
"3644","경상북도 경산시 중산동","643","0643","0000","펜타힐즈더샵1차","72.7097","202605","12","42,500","-","34","개인","개인","2017","펜타힐즈2로 60","-","중개거래","경북 경산시","-"
"3645","부산광역시 해운대구 반여동","1660","1660","0000","센텀롯데캐슬2차","59.9675","202605","12","26,900","-","23","개인","개인","2005","반여로 68-12","-","중개거래","부산 해운대구","-"
"3646","경기도 부천시 소사구 범박동","154-2","0154","0002","부천범박힐스테이트1단지","59.9500","202605","12","47,000","-","10","개인","개인","2004","범안로 81","-","중개거래","경기 부천시 소사구","-"
"3647","경기도 남양주시 와부읍 덕소리","554-1","0554","0001","현대","84.4100","202605","12","49,000","-","15","개인","개인","1997","덕소로 150","-","중개거래","경기 남양주시","-"
"3648","경기도 용인시 기흥구 중동","870","0870","0000","성산마을신영지웰","101.9570","202605","12","63,500","-","14","개인","개인","2006","동백5로 41","-","중개거래","경기 용인시 기흥구","-"
"3649","경기도 김포시 걸포동","1591","1591","0000","한강메트로자이2단지","59.9496","202605","12","54,000","-","8","개인","개인","2020","걸포2로 74","-","중개거래","경기 김포시","-"
"3650","대구광역시 수성구 신매동","581","0581","0000","시지태성맨션","59.9600","202605","12","17,300","-","10","개인","개인","1994","고산로 50","-","중개거래","대구 수성구","-"
"3651","서울특별시 동작구 노량진동","325","0325","0000","신동아리버파크","59.6700","202605","12","152,000","-","13","개인","개인","2001","만양로 19","-","중개거래","서울 동작구","-"
"3652","충청북도 옥천군 옥천읍 문정리","374","0374","0000","옥천문정주공(2)단지","49.6200","202605","12","9,650","-","14","개인","개인","1998","문장로2길 9","-","중개거래","충북 옥천군","-"
"3653","경기도 수원시 권선구 고색동","368-1","0368","0001","대한","59.9300","202605","12","23,500","-","1","개인","개인","1998","서부로 1534","-","중개거래","경기 수원시 권선구","-"
"3654","경기도 안산시 상록구 사동","1423","1423","0000","e편한세상상록","74.5060","202605","12","39,500","-","9","개인","개인","2019","항가울로 28","-","중개거래","경기 안산시 상록구","-"
"3655","전라남도 순천시 용당동","215","0215","0000","삼성","59.9100","202605","12","6,700","-","12","개인","개인","1993","삼산로 135-5","-","중개거래","전남 순천시","-"
"3656","경기도 남양주시 오남읍 양지리","193-4","0193","0004","성호","59.9500","202605","12","17,950","-","5","개인","개인","1998","진건오남로884번길 22-48","-","중개거래","경기 남양주시","-"
"3657","부산광역시 부산진구 부암동","751","0751","0000","협성휴포레시티즌파크","84.9712","202605","12","48,600","-","24","개인","개인","2020","동평로 173","-","중개거래","부산 부산진구","-"
"3658","서울특별시 동대문구 장안동","562","0562","0000","우성3차(562)","84.2600","202605","12","72,000","-","5","개인","개인","2005","장한로12길 40","-","중개거래","서울 동대문구","-"
"3659","경상북도 포항시 북구 흥해읍 이인리","424","0424","0000","대유타운","59.9400","202605","12","7,000","-","20","개인","개인","2005","달전로 291","20260515","중개거래","경북 포항시 북구","-"
"3660","전북특별자치도 전주시 덕진구 인후동1가","802-1","0802","0001","진버들마을부영(1차)","49.8300","202605","12","12,200","-","12","개인","개인","1999","진버들3길 10","-","중개거래","전북 전주시 덕진구","-"
"3661","경기도 부천시 원미구 중동","1028","1028","0000","한라마을(주공2)","41.8500","202605","12","27,000","-","12","개인","개인","1995","계남로 123","-","중개거래","경기 부천시 원미구","-"
"3662","서울특별시 중랑구 면목동","1543","1543","0000","한양수자인사가정파크","84.9979","202605","12","120,000","-","5","개인","개인","2019","사가정로72길 26","-","중개거래","서울 중랑구","-"
"3663","전라남도 순천시 조례동","1608","1608","0000","금당대주","59.6600","202605","12","11,200","-","4","개인","법인","1995","지봉로 485","-","중개거래","전남 순천시","-"
"3664","서울특별시 중랑구 신내동","618","0618","0000","동성3","134.8800","202605","12","85,500","-","3","개인","개인","1997","신내로 110","-","중개거래","서울 중랑구","-"
"3665","서울특별시 성북구 길음동","1277","1277","0000","길음현대","32.9800","202605","12","24,300","-","3","개인","개인","2000","길음로13길 11","-","중개거래","서울 강남구","-"
"3666","서울특별시 강서구 마곡동","422","0422","0000","신안","84.9700","202605","12","107,000","-","4","개인","개인","1993","양천로30길 123-9","-","중개거래","서울 강서구","-"
"3667","서울특별시 종로구 평동","233","0233","0000","경희궁자이(3단지)","59.7547","202605","12","212,500","-","3","개인","개인","2017","경교장길 35","-","중개거래","서울 종로구","-"
"3668","경상북도 구미시 고아읍 원호리","533","0533","0000","구미고아세영리첼레이크뷰","65.2734","202605","12","23,000","-","7","개인","개인","2016","들성로 171-21","-","중개거래","경북 구미시","-"
"3669","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202605","12","19,300","-","2","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","-"
"3670","전라남도 나주시 빛가람동","1","0001","0000","이노시티애시앙1단지","84.5200","202605","12","33,250","-","11","개인","개인","2020","한빛로 91","-","중개거래","전남 나주시","-"
"3671","경기도 고양시 덕양구 향동동","501","0501","0000","DMC중흥S-클래스더센트럴","59.9482","202605","12","76,000","-","10","개인","개인","2020","향동1로 20","-","중개거래","경기 고양시 덕양구","-"
"3672","경기도 이천시 백사면 조읍리","627","0627","0000","한솔","59.3250","202605","12","10,470","-","12","개인","개인","2001","이여로 260-8","20260518","중개거래","경기 이천시","-"
"3673","인천광역시 미추홀구 도화동","424-2","0424","0002","신세계아파트","49.5500","202605","12","12,400","신세계아파트","5","개인","개인","2017","한나루로 610","-","직거래","-","26.05.13"
"3674","경기도 용인시 수지구 상현동","861","0861","0000","만현마을8단지두산위브","159.2500","202605","12","91,000","-","19","개인","개인","2002","만현로 127","-","중개거래","경기 용인시 수지구","-"
"3675","경상남도 김해시 대청동","334-1","0334","0001","갑오마을7단지부영10차","59.1074","202605","12","11,000","-","6","개인","개인","2002","계동로 76-22","-","중개거래","경남 김해시","-"
"3676","경기도 수원시 영통구 매탄동","1277","1277","0000","주공그린빌3","84.5100","202605","12","52,300","-","1","개인","개인","2002","동탄원천로915번길 36","-","중개거래","경기 수원시 영통구","-"
"3677","서울특별시 관악구 신림동","1703-1","1703","0001","LIG대학마을(건영아파트3차)","58.9000","202605","12","58,500","-","9","개인","개인","1996","신림로3길 40","-","중개거래","서울 관악구","-"
"3678","경기도 성남시 중원구 금광동","92","0092","0000","단남","59.9160","202605","12","56,000","-","7","개인","개인","2000","희망로 412","-","중개거래","경기 성남시 중원구","-"
"3679","서울특별시 중구 신당동","851","0851","0000","래미안하이베르","59.9500","202605","12","156,500","-","5","개인","개인","2011","퇴계로90길 74","-","중개거래","서울 성동구","-"
"3680","경기도 화성시 동탄구 반송동","224","0224","0000","동탄나루마을동탄역U.BORA여울숲1.0","76.7822","202605","12","63,000","-","8","개인","개인","2007","동탄반석로 16","-","중개거래","경기 화성시 동탄구","-"
"3681","경기도 하남시 덕풍동","948","0948","0000","더샵하남에디피스","59.8820","202605","12","111,500","-","22","개인","개인","2024","하남대로 830","-","중개거래","경기 하남시","-"
"3682","부산광역시 연제구 연산동","2367","2367","0000","연산롯데캐슬골드포레","72.8346","202605","12","69,800","-","22","개인","개인","2020","황령산로 615","-","중개거래","부산 부산진구, 부산 연제구","-"
"3683","경기도 화성시 동탄구 산척동","722","0722","0000","더레이크시티부영1단지","59.9912","202605","12","60,000","-","14","개인","개인","2018","동탄대로8길 91","-","중개거래","경기 화성시 동탄구","-"
"3684","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","59.9900","202605","12","46,000","-","7","개인","개인","1999","영통로514번길 53","-","중개거래","경기 수원시 영통구","-"
"3685","서울특별시 서대문구 남가좌동","388","0388","0000","DMC센트럴아이파크","59.9100","202605","12","115,000","-","13","개인","개인","2018","증가로 150","-","중개거래","서울 서대문구","-"
"3686","서울특별시 성북구 돈암동","15-1","0015","0001","돈암동삼성","59.4000","202605","12","84,000","-","13","개인","개인","1999","동소문로34길 24","-","중개거래","서울 성북구, 서울 종로구","-"
"3687","경기도 수원시 영통구 망포동","727","0727","0000","e편한세상영통2차(2단지)","59.9158","202605","12","59,800","-","8","개인","개인","2016","봉영로 1432-36","-","중개거래","경기 수원시 영통구","-"
"3688","서울특별시 노원구 상계동","1110","1110","0000","두산","51.6600","202605","12","44,500","-","5","개인","개인","1994","동일로241길 53","-","중개거래","서울 노원구","-"
"3689","전북특별자치도 전주시 완산구 효자동1가","451","0451","0000","삼성효자맨션","60.0000","202605","12","10,630","-","20","개인","개인","1997","거마평로 139","-","중개거래","전북 전주시 완산구","-"
"3690","서울특별시 중랑구 면목동","494","0494","0000","용마금호타운","84.9000","202605","12","69,500","-","13","개인","개인","1992","용마산로 348","-","중개거래","서울 중랑구","-"
"3691","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","59.9400","202605","12","47,000","-","7","개인","개인","1997","영통로 498","-","중개거래","경기 수원시 영통구, 경기 수원시 장안구","-"
